"beta1","beta2"
0.014431927098901846,0.03138544395295542
0.01117875625292714,0.0345662118139357
0.03502480273105904,0.012681509444377766
0.0025483658315260836,0.035643970189952634
0.025116914755456736,0.022593573150983887
0.013957331305430698,0.02759632237467293
0.013661146032114931,0.029344232023809397
0.02247286616329584,0.022956830671620077
0.03281021568008828,0.007089542837056535
0.006556046528788282,0.03306442717719111
0.0016177009725121766,0.04975714610241924
0.02098526676210519,0.02331098212290886
0.00018260219473216754,0.053588891355842244
0.0361539164037659,0.003833910782268198
0.02766626790635615,0.017136982303720728
0.02658706878453849,0.01709790682938752
0.01793905941483145,0.024681579260986495
0.006792117755336959,0.04052304015300822
0.029692468868310697,0.018090506232642762
0.001860850605209908,0.037352800598676225
0.009887872086755164,0.037250662118130905
0.013247377283133927,0.027874781903306375
0.01709024993241166,0.028041131237327703
0.0019586522749699907,0.037950385434486145
0.016432770732551498,0.027003435414699278
0.011082052081000337,0.03726418321269492
0.00970335303321264,0.03823817063712964
0.026504901937617318,0.018812339808545193
0.0032831379122560196,0.04877915995687811
0.027391433905273745,0.013716027958571533
0.017171442094838903,0.02553916588008714
0.008688198967240145,0.04081258001189379
0.012895478595036421,0.027444081765819514
0.010170536379478654,0.03501976747526334
0.013512491901389116,0.028082277009302208
0.025357273304754516,0.019025841831011168
0.006762867192457936,0.03270708964366785
0.03233718600401331,0.006599412277777076
0.022651658187302026,0.02309383563707352
0.028245585270875676,0.014033465354999861
0.0027527761413177693,0.03630182974921419
0.0019856182517348324,0.04612020265669557
0.017707340358357006,0.026896142313050743
0.025565266511958826,0.015126244245216896
0.028068882662979813,0.013977941001589788
0.023083407502913423,0.02004271466195799
0.033812348443168924,0.014232024781312625
0.03242134414476757,0.008118833023482416
0.005664242812907096,0.044480389004684616
0.019890882362698984,0.022750128113342462
0.02417941409962698,0.018997015633638367
0.0043508019032758374,0.046939831543324956
0.027850050518029655,0.014921461855197403
0.006688501302843422,0.04203934176626058
0.02452300609298625,0.02182178842221958
0.036233506881490324,0.010355530454867572
0.01979154629551962,0.022173612745529404
0.007783364027675948,0.040173931330113634
0.0035019265430753727,0.03498627407410683
0.013332893141253794,0.02734389886194899
0.03734334495436757,0.008974369211148657
0.03116020540647423,0.007968983711663305
0.0039664260348827385,0.047221533169078886
0.027285032848439594,0.018675766920690118
0.022389707167665092,0.020858709669508917
0.013186442935031819,0.027861033037447743
0.0009532427387737203,0.036684235898533965
